Business Name,Address,Phone Number,Facility Type,Referral Priority
HEALTHCARE UNITED AT GATEWAY,"555 N 18TH ST STE 3, PHOENIX, AZ 85006-3759",602-286-8511,Exclude / Not Useful,X
HEALTHY FUTURES,"8065 N 85TH WAY, SCOTTSDALE, AZ 85258-4321",480-451-8500,Exclude / Not Useful,X
HEALTHY MINDS BEHAVIORAL HEALTH LLC,"1114 W MCDOWELL RD, PHOENIX, AZ 85007-1748",602-334-1041,Exclude / Not Useful,X
HEALTHY OUTLOOK FAMILY MEDICINE,"1835 W MISSOURI AVE, PHOENIX, AZ 85015-3046",480-776-1630,Exclude / Not Useful,X
HEARD HEALTH CARE LLC,"1988 E BASELINE RD, TEMPE, AZ 85282",480-376-9319,Exclude / Not Useful,X
HEART LOVE WELLNESS CENTER LLC,"600 W RAY RD # RDB7, CHANDLER, AZ 85225-7263",480-599-3206,Exclude / Not Useful,X
HELPING HANDZ COUNSELING SERVICES CORP,"3930 N 30TH AVE, PHOENIX, AZ 85017-4607",602-400-8242,Exclude / Not Useful,X
HELPING HEARTS RESIDENTIAL FACILITIES HATCHER OTC,"927 W HATCHER RD STE 106, PHOENIX, AZ 85021-3173",602-622-1290,Exclude / Not Useful,X
HOLISTIC MENTAL HEALTH LLC,"11000 N SCOTTSDALE RD STE 23, SCOTTSDALE, AZ 85254-6130",800-980-7339,Exclude / Not Useful,X
HOLLYWOOD MED SPA,"10633 N TATUM BLVD UNIT P2-102, PHOENIX, AZ 85028-6005",682-831-0800,Exclude / Not Useful,X
HOME OF GRACE COUNSELING ARIZONA,"4700 S MILL AVE STE B, TEMPE, AZ 85282-6736",480-757-7952,Exclude / Not Useful,X
HONORHEALTH CANCER CARE,"1110 S DOBSON RD STE 1, CHANDLER, AZ 85286-6164",623-238-7540,Exclude / Not Useful,X
HONORHEALTH CANCER CARE,"3645 S ROME ST STE 209, GILBERT, AZ 85297-7338",623-238-7370,Exclude / Not Useful,X
HONORHEALTH CANCER CARE,"19646 N 27TH AVE, PHOENIX, AZ 85027-4017",815-541-2507,Exclude / Not Useful,X
HONORHEALTH CANCER CARE,"9250 N 3RD ST STE 3010, PHOENIX, AZ 85020-2425",310-909-3898,Exclude / Not Useful,X
HONORHEALTH CANCER CARE,"3621 N WELLS FARGO AVE, SCOTTSDALE, AZ 85251-5607",480-583-1009,Exclude / Not Useful,X
HONORHEALTH CANCER CARE,"16716 E PALISADES BLVD, FOUNTAIN HILLS, AZ 85268-3846",602-238-7570,Exclude / Not Useful,X
HONORHEALTH CANCER CARE,"14674 W MOUNTAIN VIEW BLVD, SURPRISE, AZ 85374-2706",602-818-7344,Exclude / Not Useful,X
HONORHEALTH CANCER CARE,"10320 W MCDOWELL RD, AVONDALE, AZ 85392-4863",623-695-7928,Exclude / Not Useful,X
HONORHEALTH CANCER CARE,"5750 W THUNDERBIRD RD # C, GLENDALE, AZ 85306-4660",855-485-4673,Exclude / Not Useful,X
HONORHEALTH CANCER CARE,"20745 N SCOTTSDALE RD, SCOTTSDALE, AZ 85255-6594",602-421-7832,Exclude / Not Useful,X
HONORHEALTH CANCER CARE,"10460 N 92ND ST, SCOTTSDALE, AZ 85258-4549",623-238-7630,Exclude / Not Useful,X
HONORHEALTH CANCER CARE,"10460 N 92ND ST STE 40, SCOTTSDALE, AZ 85258-4549",623-238-7673,Exclude / Not Useful,X
HONORHEALTH CANCER CARE,"7695 S RESEARCH DR, TEMPE, AZ 85284-1812",480-587-5493,Exclude / Not Useful,X
HONORHEALTH CANCER CARE,"2222 E HIGHLAND AVE # SUI, PHOENIX, AZ 85016-4872",602-277-4868,Exclude / Not Useful,X
HONORHEALTH CANCER CARE,"10197 N 92ND ST, SCOTTSDALE, AZ 85258-4560",602-943-2391,Exclude / Not Useful,X
HONORHEALTH COMPLETE CARE,"5316 E SHEA BLVD STE 150, SCOTTSDALE, AZ 85254-4725",480-534-4530,Exclude / Not Useful,X
HONORHEALTH COMPLETE CARE,"16575 W WADDELL RD, SURPRISE, AZ 85388-9627",480-587-5108,Exclude / Not Useful,X
HONORHEALTH DIABETES CENTER,"10250 N 92ND ST, SCOTTSDALE, AZ 85258-4510",480-323-4921,Exclude / Not Useful,X
HONORHEALTH DIAGNOSTIC CENTER,"9003 E SHEA BLVD STE WDC, SCOTTSDALE, AZ 85260-6709",480-425-5030,Exclude / Not Useful,X
HONORHEALTH MEDICATION MANAGEMENT,"10200 N 92ND ST, SCOTTSDALE, AZ 85258-4534",480-882-4327,Exclude / Not Useful,X
HONORHEALTH MEDICATION MANAGMENT,"19841 N 27TH AVE STE 303, PHOENIX, AZ 85027-4011",480-583-4000,Exclude / Not Useful,X
HONORHEALTH MESA EMERGENCY CENTER,"5750 E BASELINE RD, MESA, AZ 85206-4806",602-249-0212,Exclude / Not Useful,X
HONORHEALTH OUTPATIENT MEDICAL IMAGING AND THERAPY,"10230 W HAPPY VALLEY PKWY, PEORIA, AZ 85383-4691",602-786-1082,Exclude / Not Useful,X
HONORHEALTH OUTPATIENT THERAPY,"19646 N 27TH AVE STE 405, PHOENIX, AZ 85027-4028",623-682-8260,Exclude / Not Useful,X
HONORHEALTH OUTPATIENT THERAPY SERVICES,"1255 W RIO SALADO PKWY, TEMPE, AZ 85281-2816",480-587-6300,Exclude / Not Useful,X
HONORHEALTH OUTPATIENT THERAPY SERVICES,"10320 W MCDOWELL RD, AVONDALE, AZ 85392-4863",570-234-7495,Exclude / Not Useful,X
HONORHEALTH OUTPATIENT THERAPY SERVICES,"3501 N SCOTTSDALE RD # SUI, SCOTTSDALE, AZ 85251-5648",480-882-4608,Exclude / Not Useful,X
HONORHEALTH OUTPATIENT THERAPY SERVICES,"20745 N SCOTTSDALE RD, SCOTTSDALE, AZ 85255-6594",602-683-7033,Exclude / Not Useful,X
HONORHEALTH OUTPATIENT THERAPY SERVICES,"3717 S ROME ST STE 106, GILBERT, AZ 85297-7368",602-443-6480,Exclude / Not Useful,X
HONORHEALTH OUTPATIENT THERAPY SERVICES,"8630 E VIA DE VENTURA STE 101, SCOTTSDALE, AZ 85258-3340",480-433-4760,Exclude / Not Useful,X
HONORHEALTH OUTPATIENT THERAPY SERVICES,"10200 N 92ND ST, SCOTTSDALE, AZ 85258-4534",480-882-5694,Exclude / Not Useful,X
HONORHEALTH OUTPATIENT THERAPY SERVICES,"18404 N TATUM BLVD, PHOENIX, AZ 85032-1510",623-683-7033,Exclude / Not Useful,X
HONORHEALTH OUTPATIENT THERAPY SERVICES,"3654 W ANTHEM WAY STE B, ANTHEM, AZ 85086-0455",623-683-7033,Exclude / Not Useful,X
HONORHEALTH OUTPATIENT THERAPY SERVICES,"6220 W BELL RD STE 140, GLENDALE, AZ 85308-3896",602-349-7668,Exclude / Not Useful,X
HONORHEALTH OUTPATIENT THERAPY SERVICES,"6320 W UNION HILLS DR, GLENDALE, AZ 85308-1096",602-331-7897,Exclude / Not Useful,X
HONORHEALTH OUTPATIENT THERAPY SERVICES,"7242 E OSBORN RD STE 2, SCOTTSDALE, AZ 85251-6487",480-583-3190,Exclude / Not Useful,X
HONORHEALTH OUTPATIENT THERAPY SERVICES,"1761 E WARNER RD STE B, TEMPE, AZ 85284-4558",480-882-5694,Exclude / Not Useful,X
HONORHEALTH OUTPATIENT THERAPY SERVICES,"19636 N 27TH AVE, PHOENIX, AZ 85027-4013",602-349-7668,Exclude / Not Useful,X
HONORHEALTH OUTPATIENT THERAPY SERVICES,"33423 N 32ND AVE, PHOENIX, AZ 85085-8874",888-888-8881,Exclude / Not Useful,X
HONORHEALTH RESEARCH AND INNOVATION INSTITUTE,"10510 N 92ND ST, SCOTTSDALE, AZ 85258-4566",480-354-6677,Exclude / Not Useful,X
HONORHEALTH SLEEP HEALTH CENTER,"7301 E 2ND ST STE 1, SCOTTSDALE, AZ 85251-5600",480-587-5600,Exclude / Not Useful,X
HOPE AND HEALING OUTPATIENT,"3512 N HIGLEY RD, MESA, AZ 85215-9713",602-449-7999,Exclude / Not Useful,X
"HOPE COMMUNITY SERVICES, INC","5701 W TALAVI BLVD STE 201, GLENDALE, AZ 85306-1880",623-848-8863,Exclude / Not Useful,X
HOPE FOUNTAIN MENTAL HEALTH SERVICES LLC,"7972 W THUNDERBIRD RD STE 10, PEORIA, AZ 85381-4903",602-405-7301,Exclude / Not Useful,X
HOPEBRIDGE LLC,"21000 N PIMA RD, SCOTTSDALE, AZ 85255-6665",855-324-0885,Exclude / Not Useful,X
HOPEBRIDGE LLC,"8915 S HARL AVE, TEMPE, AZ 85284-1030",855-324-0885,Exclude / Not Useful,X
HOPEBRIDGE LLC,"5859 W TALAVI BLVD # SU, GLENDALE, AZ 85306-1869",855-324-0885,Exclude / Not Useful,X
HOPEBRIDGE LLC,"3602 E GREENWAY RD, PHOENIX, AZ 85032-4648",602-560-2832,Exclude / Not Useful,X
"HOPEBRIDGE, LLC","3377 S PRICE RD STE 1, CHANDLER, AZ 85248-3573",317-759-2427,Exclude / Not Useful,X
"HOPEBRIDGE, LLC","5220 N DYSART RD, LITCHFIELD PARK, AZ 85340-3045",855-324-0885,Exclude / Not Useful,X
"HOPEBRIDGE, LLC","971 N GILBERT RD, GILBERT, AZ 85234-3472",855-324-0885,Exclude / Not Useful,X
"HOPEBRIDGE, LLC","6550 E BROADWAY RD, MESA, AZ 85206-1732",855-324-0885,Exclude / Not Useful,X
"HOPEBRIDGE, LLC","14510 W SHUMWAY DR, SUN CITY WEST, AZ 85375-5814",855-324-0885,Exclude / Not Useful,X
HOPEFUL HANDS LLC,"21620 N 26TH AVE, PHOENIX, AZ 85027-2400",480-535-9153,Exclude / Not Useful,X
HORIZON HEALTH AND WELLNESS INC,"702 E BELL RD STE 107, PHOENIX, AZ 85022-6639",480-983-0065,Exclude / Not Useful,X
"HORIZON HEALTH AND WELLNESS, INC","1445 W CHANDLER BLVD STE B, CHANDLER, AZ 85224-5294",480-983-0065,Exclude / Not Useful,X
"HORIZON HEALTH AND WELLNESS, INC.","22713 S ELLSWORTH RD, QUEEN CREEK, AZ 85142-7886",480-474-5571,Exclude / Not Useful,X
HORIZON RECOVERY OUTPATIENT ARROWHEAD,"5940 W UNION HILLS DR, GLENDALE, AZ 85308-1308",623-693-2198,Exclude / Not Useful,X
"HOUSE OF GRACE, LLC","4260 N 19TH AVE, PHOENIX, AZ 85015-5108",775-379-3850,Exclude / Not Useful,X
"HUMAN SERVICES CONSULTANTS, LLC","4449 N 12TH ST, PHOENIX, AZ 85014-4520",602-279-1427,Exclude / Not Useful,X
HUMURA CARE CENTER,"10220 N 31ST AVE STE 205, PHOENIX, AZ 85051-9563",480-427-1767,Exclude / Not Useful,X
HUNKAPI SERVICES LLC,"12051 N 96TH ST, SCOTTSDALE, AZ 85260-5913",480-318-9707,Exclude / Not Useful,X
HUSHABYE NURSERY INPATIENT,"3003 E MCDOWELL RD, PHOENIX, AZ 85008-3620",480-628-7500,Exclude / Not Useful,X
HUSHABYE NURSERY OUTPATIENT,"3003 E MCDOWELL RD, PHOENIX, AZ 85008-3620",480-628-7500,Exclude / Not Useful,X
I AM WELLNESS AZ LLC,"3336 N 32ND ST, PHOENIX, AZ 85018-6241",480-900-9355,Exclude / Not Useful,X
ICARE HEALTH SERVICES LLC,"5222 W GLENDALE AVE, GLENDALE, AZ 85301-2604",202-717-2541,Exclude / Not Useful,X
IDEAL TREATMENT CENTER LLC,"1717 W NORTHERN AVE # SUI, PHOENIX, AZ 85021-5469",602-399-0134,Exclude / Not Useful,X
IKAZE BEHAVIORAL CENTER LLC,"350 E DUNLAP AVE, PHOENIX, AZ 85020-2914",650-420-9888,Exclude / Not Useful,X
IMMANUEL BEHAVIORAL HEALTH COUNSELING CLINIC,"11301 N 99TH AVE, PEORIA, AZ 85345-5466",623-977-8373,Exclude / Not Useful,X
INCITE HEALTH AND WELLNESS LLC,"20470 N LAKE PLEASANT RD, PEORIA, AZ 85382-9708",623-715-5760,Exclude / Not Useful,X
INFINITE HEALING AND WELLNESS,"2563 S VAL VISTA DR # SU, GILBERT, AZ 85295-1804",480-448-1076,Exclude / Not Useful,X
INJURY IMAGING SOLUTIONS LLC,"1345 E MCKELLIPS RD, MESA, AZ 85203-2721",207-354-5089,Exclude / Not Useful,X
INNER BALANCE COUNSELING,"1234 S POWER RD STE 25, MESA, AZ 85206-3700",602-675-6185,Exclude / Not Useful,X
"INNOVATIVE DIABETIC CENTER, LLC","10210 N 92ND ST, SCOTTSDALE, AZ 85258-4509",480-493-0900,Exclude / Not Useful,X
INTEGRATED BEHAVIORAL CARE & WELLNESS CENTER LLC,"2266 S DOBSON RD, MESA, AZ 85202-6488",860-518-1389,Exclude / Not Useful,X
INTEGRATED MEDICAL WELLNESS CENTER,"6025 N 27TH AVE, PHOENIX, AZ 85017-1763",623-322-5992,Exclude / Not Useful,X
INTEGRATED ORTHOPEDICS RECOVERY CARE CENTER LLC,"13215 N 7TH ST STE 150, PHOENIX, AZ 85022-5341",480-652-5927,Exclude / Not Useful,X
INTENSIVE TREATMENT SYSTEMS LLC,"4136 N 75TH AVE, PHOENIX, AZ 85033-3171",602-996-0110,Exclude / Not Useful,X
"INTENSIVE TREATMENT SYSTEMS, LLC","19401 N CAVE CREEK RD, PHOENIX, AZ 85024-1801",602-996-0110,Exclude / Not Useful,X
"INTENSIVE TREATMENT SYSTEMS, LLC","340 W UNIVERSITY DR # SUI, MESA, AZ 85201-5824",602-996-0110,Exclude / Not Useful,X
"INTENSIVE TREATMENT SYSTEMS, LLC","651 W COOLIDGE ST, PHOENIX, AZ 85013-2718",602-996-0110,Exclude / Not Useful,X
"IT'S BIGGER THAN ME, IBTM","3519 E SHEA BLVD STE 119A, PHOENIX, AZ 85028-3341",602-448-8007,Exclude / Not Useful,X
JACKSON YOUTH & FAMILY SERVICE,"3101 N CENTRAL AVE # SU, PHOENIX, AZ 85012-2645",602-920-2791,Exclude / Not Useful,X
JACOB'S HOPE,"1150 N COUNTRY CLUB DR, MESA, AZ 85201-2537",480-398-7373,Exclude / Not Useful,X
"JACOB'S HOPE, INC","1150 N COUNTRY CLUB DR, MESA, AZ 85201-2537",602-618-6620,Exclude / Not Useful,X
"JEWISH FAMILY & CHILDREN'S SERVICE, INC.","3001 N 33RD AVE, PHOENIX, AZ 85017-5202",602-279-7655,Exclude / Not Useful,X
"JEWISH FAMILY & CHILDREN'S SERVICE, INC.","2033 N 7TH ST, PHOENIX, AZ 85006-2102",602-279-7655,Exclude / Not Useful,X
"JEWISH FAMILY & CHILDREN'S SERVICE, INC.","880 N COLORADO ST, GILBERT, AZ 85233-3419",602-279-7655,Exclude / Not Useful,X
"JEWISH FAMILY & CHILDREN'S SERVICES, INC","5701 W TALAVI BLVD # SU, GLENDALE, AZ 85306-1886",602-279-7655,Exclude / Not Useful,X
"JEWISH FAMILY & CHILDREN'S SERVICES, INC.","1840 N 95TH AVE, PHOENIX, AZ 85037-4444",602-279-7655,Exclude / Not Useful,X
JOURNEY OF HOPE HEALING CENTER,"6335 E MAIN ST STE D-3, MESA, AZ 85205-8965",800-983-3846,Exclude / Not Useful,X
JOURNEY SOLUTIONS COMMUNITY SERVICE AGENC,"1301 E WASHINGTON ST, PHOENIX, AZ 85034-1162",800-540-2850,Exclude / Not Useful,X
JOYD WELLNESS CENTER LLC,"7339 N 27TH AVE, PHOENIX, AZ 85051-7563",626-227-4698,Exclude / Not Useful,X
"JUST 1 LIFE SERVICES, LLC","1616 E MAIN ST STE 2, MESA, AZ 85203-9071",480-477-9199,Exclude / Not Useful,X
KARING HEART LLC,"4425 E AGAVE RD STE 103, PHOENIX, AZ 85044-0620",480-590-1192,Exclude / Not Useful,X
"KELLY MARLEY- SMITH LPC, PLLC","2345 S ALMA SCHOOL RD, MESA, AZ 85210-4012",480-695-9092,Exclude / Not Useful,X
KIND LOVE HEALTH CARE AGENCY,"1415 E GUADALUPE RD, TEMPE, AZ 85283-9785",310-894-3106,Exclude / Not Useful,X
"KINGS HEART COMMUNITY HEALTH & WELLNESS, LLC","2544 E UNIVERSITY DR # SU, PHOENIX, AZ 85034-6948",480-352-5490,Exclude / Not Useful,X
KM INTEGRATED HEALTH SERVICES,"3850 E BASELINE RD, MESA, AZ 85206-4402",480-687-7014,Exclude / Not Useful,X
KONKRETE ROSE YOUTH AND FAMILY SERVICES LLC,"3707 E SOUTHERN AVE # SUI, MESA, AZ 85206-2569",602-552-2381,Exclude / Not Useful,X
"KOROMA FAMILY WELLNESS, LLC","1457 W SOUTHERN AVE STE 3, MESA, AZ 85202-4852",856-857-8253,Exclude / Not Useful,X
LEADING LADIES 2 LIVE,"64 E BROADWAY RD STE 2, TEMPE, AZ 85282-1353",520-261-8559,Exclude / Not Useful,X
LEADING LADIES TO LIVE INC,"6315 E MAIN ST STE 4, MESA, AZ 85205-8953",520-261-8559,Exclude / Not Useful,X
LEXINGTON BEHAVIORAL HEALTH SERVICES,"1555 S GILBERT RD, MESA, AZ 85204-6000",480-788-5106,Exclude / Not Useful,X
LIBERTY AND HEALTH ALLIANCE,"3420 E SHEA BLVD STE 200, PHOENIX, AZ 85028-3348",602-562-5700,Exclude / Not Useful,X
LIFE CHANGING WELLNESS & TREATMENT CENTER LLC,"4831 N 35TH AVE, PHOENIX, AZ 85017-3011",702-418-6930,Exclude / Not Useful,X
LIFE COACHING 4 KIDS CENTER,"10147 GRAND AVE STE B, SUN CITY, AZ 85351-3435",480-729-5975,Exclude / Not Useful,X
LIFE GUARD IMAGING II LLC,"3815 E BELL RD STE 1400, PHOENIX, AZ 85032-2132",407-279-9494,Exclude / Not Useful,X
LIFE N LOVE WELLNESS INC,"4050 E COTTON CENTER BLVD # SUI, PHOENIX, AZ 85040-8861",312-509-0809,Exclude / Not Useful,X
LIFE SOLUTIONS INTEGRATED HEALTH SERVICES,"300 N GILA SPRINGS BLVD UNIT 169, CHANDLER, AZ 85226-2793",602-318-7331,Exclude / Not Useful,X
LIFE TREE COUNSELING,"7075 W BELL RD STE A-1, GLENDALE, AZ 85308-8546",602-488-6104,Exclude / Not Useful,X
LIFELINE EAST,"1423 S HIGLEY RD, MESA, AZ 85206-3429",480-641-1165,Exclude / Not Useful,X
LIFELINE NORTH,"5040 E SHEA BLVD, SCOTTSDALE, AZ 85254-4600",480-641-1165,Exclude / Not Useful,X
"LIFELINE PROFESSIONAL COUNSELING SERVICES, INC","4515 S MCCLINTOCK DR, TEMPE, AZ 85282-7376",480-641-1165,Exclude / Not Useful,X
"LIFELINE PROFESSIONAL COUNSELING SERVICES, INC","335 N ALMA SCHOOL RD # SU, CHANDLER, AZ 85224-4363",480-641-1165,Exclude / Not Useful,X
LIFELINE SOUTHEAST,"7565 E EAGLE CREST DR # SU, MESA, AZ 85207-1041",480-641-1165,Exclude / Not Useful,X
LIFELINE SOUTHWEST,"10320 W MCDOWELL RD, AVONDALE, AZ 85392-4863",480-641-1165,Exclude / Not Useful,X
LIFELINE WEST,"17235 N 75TH AVE, GLENDALE, AZ 85308-0831",480-641-1165,Exclude / Not Useful,X
LIFEWELL - DESERT COVE,"10844 N 23RD AVE, PHOENIX, AZ 85029-4939",602-599-5637,Exclude / Not Useful,X
LILAC HEALTHCARE LLC,"655 S DOBSON RD STE A10, CHANDLER, AZ 85224-5667",480-459-2555,Exclude / Not Useful,X
LILAC OB-GYN,"655 S DOBSON RD STE 2, CHANDLER, AZ 85224-5667",480-459-2555,Exclude / Not Useful,X
LILAC OB-GYN,"1489 S HIGLEY RD STE 101, GILBERT, AZ 85296-4777",480-459-2555,Exclude / Not Useful,X
LIONROCK BEHAVIORAL HEALTH INC,"7047 E GREENWAY PKWY # SU, SCOTTSDALE, AZ 85254-8107",760-994-4990,Exclude / Not Useful,X
"LITTLE CLINIC - WEST BELL ROAD, THE","2727 W BELL RD, PHOENIX, AZ 85053-3059",615-425-4228,Exclude / Not Useful,X
"LITTLE CLINIC OF ARIZONA, LLC, THE","1575 N DYSART RD, AVONDALE, AZ 85392-1204",615-425-4228,Exclude / Not Useful,X
"LITTLE CLINIC OF ARIZONA, LLC, THE","6611 W BELL RD, GLENDALE, AZ 85308-3607",615-425-4228,Exclude / Not Useful,X
"LITTLE CLINIC OF ARIZONA, LLC, THE","1300 S WATSON RD, BUCKEYE, AZ 85326-6303",615-425-4228,Exclude / Not Useful,X
"LITTLE CLINIC OF ARIZONA, LLC, THE","1935 N STAPLEY DR, MESA, AZ 85203-2749",615-425-4228,Exclude / Not Useful,X
"LITTLE CLINIC OF ARIZONA, LLC, THE","6470 S HIGLEY RD, GILBERT, AZ 85298-4341",615-428-4228,Exclude / Not Useful,X
"LITTLE CLINIC OF ARIZONA, LLC, THE","1311 E BELL RD, PHOENIX, AZ 85022-2724",615-425-4228,Exclude / Not Useful,X
"LITTLE CLINIC OF ARIZONA, LLC, THE","13730 W CAMELBACK RD, LITCHFIELD PARK, AZ 85340-3075",615-425-4228,Exclude / Not Useful,X
"LITTLE CLINIC OF ARIZONA, LLC, THE","9900 S RURAL RD, TEMPE, AZ 85284-4116",615-425-4228,Exclude / Not Useful,X
"LITTLE CLINIC-UNIVERSITY, THE","3255 S RURAL RD, TEMPE, AZ 85282-3853",615-425-4228,Exclude / Not Useful,X
LIV WELL BEHAVIORAL,"900 E PECOS RD STE 8, CHANDLER, AZ 85225-2400",602-856-6535,Exclude / Not Useful,X
LIV WELL BEHAVIORAL,"2150 S COUNTRY CLUB DR STE 27, MESA, AZ 85210-6860",602-856-6535,Exclude / Not Useful,X
"LIVE WELL COMMUNITY SERVICE, LLC","2901 E CAMELBACK RD STE 200, PHOENIX, AZ 85016-4420",480-252-1542,Exclude / Not Useful,X
LIVING AND BALANCE WELLNESS CENTER LLC,"10000 N 31ST AVE STE C218, PHOENIX, AZ 85051-9620",602-314-6312,Exclude / Not Useful,X
LK INSTITUTE IOP LLC,"4001 N 3RD ST STE 4, PHOENIX, AZ 85012-2060",480-349-0138,Exclude / Not Useful,X
LLC COUNSELING SERVICES,"2720 E THOMAS RD # C-250B, PHOENIX, AZ 85016-8299",602-224-5499,Exclude / Not Useful,X
LOTUS BEHAVIORAL HEALTH SERVICES,"2737 W SOUTHERN AVE, TEMPE, AZ 85282-4244",480-999-1190,Exclude / Not Useful,X
LOTUS FAMILY CARE,"1901 W WARNER RD STE A, CHANDLER, AZ 85224-2634",480-407-2023,Exclude / Not Useful,X
LOVELLY HEALTHCARE LLC,"4040 E MCDOWELL RD STE 204/2, PHOENIX, AZ 85008-4414",480-275-1056,Exclude / Not Useful,X
LUCA COUNSELING AND WELLNESS CENTER LLC,"1347 N ALMA SCHOOL RD STE 20, CHANDLER, AZ 85224-5900",480-528-2287,Exclude / Not Useful,X
M & I WELLNESS LLC,"2401 W GLENDALE AVE, PHOENIX, AZ 85021-7677",602-330-2202,Exclude / Not Useful,X
"MAA WELLNESS CENTER, INC","3146 E WIER AVE RM 1, PHOENIX, AZ 85040-2754",602-305-4719,Exclude / Not Useful,X
"MAJESTIC BEHAVIORAL HEALTH, LLC","2720 E THOMAS RD STE C, PHOENIX, AZ 85016-8299",800-641-3460,Exclude / Not Useful,X
"MAJESTIC WELLNESS CLINICS, INC","2720 E THOMAS RD STE B, PHOENIX, AZ 85016-8299",800-689-6958,Exclude / Not Useful,X
MAKINI MENTAL HEALTH,"8805 N 23RD AVE STE 100, PHOENIX, AZ 85021-4172",702-334-2166,Exclude / Not Useful,X
MANA HEALTH AND WELLNESS INC,"4550 N BLACK CANYON HWY, PHOENIX, AZ 85017-3714",808-306-3054,Exclude / Not Useful,X
"MARC COMMUNITY RESOURCES, INC. - OTC FLORIAN","4250 E FLORIAN AVE, MESA, AZ 85206-2797",480-969-3800,Exclude / Not Useful,X
MARIA'S HEALTH SERVICES LLC,"9495 E SAN SALVADOR DR STE 3, SCOTTSDALE, AZ 85258-5539",480-580-8244,Exclude / Not Useful,X
MARICOPA COUNTY DEPARTMENT OF PUBLIC HEALTH,"1645 E ROOSEVELT ST, PHOENIX, AZ 85006-3638",602-506-6657,Exclude / Not Useful,X
MARIPOSA THERAPY,"1 W ELLIOT RD STE 101, TEMPE, AZ 85284-1310",480-374-4341,Exclude / Not Useful,X
MARIPOSA THERAPY SERVICES,"1 W ELLIOT RD STE 104, TEMPE, AZ 85284-1310",480-374-4341,Exclude / Not Useful,X
MARIPOSA THERAPY SERVICES,"1 W ELLIOT RD STE 108, TEMPE, AZ 85284-1310",480-374-4341,Exclude / Not Useful,X
MARIPOSA THERAPY SERVICES,"1 W ELLIOT RD STE 109, TEMPE, AZ 85284-1310",480-374-4341,Exclude / Not Useful,X
MARY'S MISSION OUTPATIENT CLINIC,"430 N DOBSON RD STE 11, MESA, AZ 85201-5276",520-417-2115,Exclude / Not Useful,X
MARYVALE DIALYSIS CENTER,"4845 W MCDOWELL RD, PHOENIX, AZ 85035-4076",602-278-8349,Exclude / Not Useful,X
"MAYA THERAPY CENTER, LLC","505 S MADISON DR, TEMPE, AZ 85281-7213",602-368-3850,Exclude / Not Useful,X
MAYO CLINIC BUILDING - PHOENIX CAMPUS,"5881 E MAYO BLVD, PHOENIX, AZ 85054-4504",480-342-4201,Exclude / Not Useful,X
MAYO CLINIC BUILDING - PHOENIX INTEGRATIVE MEDICIN,"5881 E MAYO BLVD, PHOENIX, AZ 85054-4504",480-342-3190,Exclude / Not Useful,X
MAYO CLINIC BUILDING - SCOTTSDALE CAMPUS,"13400 E SHEA BLVD, SCOTTSDALE, AZ 85259-5452",480-342-4201,Exclude / Not Useful,X
MAYO CLINIC FAMILY MEDICINE - ARROWHEAD,"20199 N 75TH AVE, GLENDALE, AZ 85308-8807",480-342-4201,Exclude / Not Useful,X
MAYO CLINIC PRIMARY CARE - PHOENIX CAMPUS,"5701 E MAYO BLVD, PHOENIX, AZ 85054-4502",480-342-4201,Exclude / Not Useful,X
MAYO CLINIC PRIMARY CARE - SAN TAN,"1850 E NORTHROP BLVD, CHANDLER, AZ 85286-1706",480-342-4201,Exclude / Not Useful,X
MAYO CLINIC SPECIALTY BUILDING,"5779 E MAYO BLVD, PHOENIX, AZ 85054-4502",480-342-4201,Exclude / Not Useful,X
MAYO CLINIC SPORTS MEDICINE CENTER,"63 S ROCKFORD DR, TEMPE, AZ 85288-6212",480-342-4201,Exclude / Not Useful,X
MAYO CLINIC SPORTS MEDICINE CENTER - RIVER,"58 S RIVER DR STE 160, TEMPE, AZ 85288-3774",480-342-4201,Exclude / Not Useful,X
MAYO CLINIC-THUNDERBIRD,"13737 N 92ND ST, SCOTTSDALE, AZ 85260-7434",480-342-4201,Exclude / Not Useful,X
MBI INDUSTRIAL MEDICINE - BELL,"3033 W BELL RD STE 100A, PHOENIX, AZ 85053-3000",623-695-2978,Exclude / Not Useful,X
MBI INDUSTRIAL MEDICINE - GILBERT,"1537 S HIGLEY RD, GILBERT, AZ 85296-4771",623-695-2978,Exclude / Not Useful,X
MBI INDUSTRIAL MEDICINE INC - LITCHFIELD,"3328 N LITCHFIELD RD, GOODYEAR, AZ 85395-3198",623-695-2978,Exclude / Not Useful,X
"MBI INDUSTRIAL MEDICINE, INC - EAST","4013 E BROADWAY RD, PHOENIX, AZ 85040-8818",602-374-6814,Exclude / Not Useful,X
"MBI INDUSTRIAL MEDICINE, INC- GOODYEAR","14419 W MCDOWELL RD, GOODYEAR, AZ 85395-2511",602-374-6814,Exclude / Not Useful,X
"MBI INDUSTRIAL MEDICINE, INC. - WEST","3501 W OSBORN RD, PHOENIX, AZ 85019-4037",602-695-2978,Exclude / Not Useful,X
MBI INDUSTRIAL MEDICINE- KYRENE,"8820 S KYRENE RD, TEMPE, AZ 85284-2934",480-466-7522,Exclude / Not Useful,X
