Business Name,Address,Phone Number,Facility Type,Priority
"DIAMOND DIAGNOSTICS, LLC","1324 N FARRELL CT STE 102, GILBERT, AZ 85233-1945",480-926-4363,Other,Low
DIGESTIVE HEALTH SPECIALISTS ENDOSCOPY CENTER - AZ,"8573 E PRINCESS DR, SCOTTSDALE, AZ 85255-7819",480-563-5757,Other,Low
DIGNITY HEALTH ARIZONA GENERAL HOSPIAL EMERGENCY R,"8310 W CAMELBACK RD, GLENDALE, AZ 85305-3220",623-584-5100,Hospital,High
DIGNITY HEALTH CANCER INSTITUTE AT ST JOSEPHS HOSP,"625 N 6TH ST, PHOENIX, AZ 85004-2155",602-406-3000,Oncology Office,Low
DIGNITY HEALTH CHILDREN'S & ADULT IMMUNIZA PROGRAM,"777 E GALVESTON ST # SUI, CHANDLER, AZ 85225-8273",480-728-3000,Other,Low
DIGNITY HEALTH CHILDREN'S DENTAL CLINIC- GALVESTON,"777 E GALVESTON ST, CHANDLER, AZ 85225-8273",480-782-3000,Other,Low
DIGNITY HEALTH CHILDREN'S MEDICAL CLINIC,"777 E GALVESTON ST STE B, CHANDLER, AZ 85225-8273",480-728-3000,Other,Low
DIGNITY HEALTH EAST VALLEY RESEARCH INSTITUTE,"485 S DOBSON RD STE 2, CHANDLER, AZ 85224-5602",480-728-3000,Other,Low
DIGNITY HEALTH URGENT CARE- AHWATUKEE,"4545 E CHANDLER BLVD, PHOENIX, AZ 85048-7643",480-728-3000,Other,Low
DIGNITY HEALTH URGENT CARE- GILBERT,"1501 N GILBERT RD, GILBERT, AZ 85234-2390",480-728-3000,Other,Low
DIGNITY HEALTH URGENT CARE-MARICOPA,"20750 N JOHN WAYNE PKWY, MARICOPA, AZ 85139-5882",480-728-3000,Other,Low
DIGNITY HEALTH WEIGHT LOSS CENTER,"3367 S MERCY RD STE 1, GILBERT, AZ 85297-7600",480-728-8000,Other,Low
DISCOVER SURGICAL CENTER,"135 S POWER RD STE 11, MESA, AZ 85206-5245",775-772-7200,Primary Care Office,High
DISCOVERY PRACTICE MANAGEMENT INC,"1132 S OAKLAND, MESA, AZ 85206-2682",866-954-1371,Other,Low
DIVINE HEART BEHAVIORAL CENTER,"1650 W SOUTHERN AVE, PHOENIX, AZ 85041-4627",602-975-6678,Other,Low
DODGE OUTPATIENT SERVICE CENTER,"2950 N DODGE BLVD # SU, TUCSON, AZ 85716-2012",480-831-7566,Other,Low
DONOR NETWORK OF ARIZONA,"201 W COOLIDGE ST, PHOENIX, AZ 85013-2710",602-222-2200,Other,Low
DOORS OPEN HEALTH CARE SERVICES,"5040 N 15TH AVE STE 102, PHOENIX, AZ 85015-3329",510-385-6866,Other,Low
"DOORWAYS, LLC","4747 N 7TH ST STE 450, PHOENIX, AZ 85014-3851",602-997-2880,Other,Low
"DOROTHY KRET & ASSOCIATES, INC","1502 E BROADWAY BLVD, TUCSON, AZ 85719-5827",520-790-7677,Other,Low
DOUGLAS DIALYSIS CENTER,"99 E 16TH ST, DOUGLAS, AZ 85607-1304",520-364-2204,Other,Low
DOUGLAS OUTPATIENT TREATMENT CENTER,"936 N F AVE STE B, DOUGLAS, AZ 85607-2024",520-838-3910,Other,Low
DOVE MOUNTAIN HEALTH CENTER,"5224 W DOVE CENTRE RD, MARANA, AZ 85658-5063",520-616-1445,Hospital,High
DR ALBERT ECKSTEIN CTR FOR PALLIATIVE CRE (031517),"9808 N 95TH ST, SCOTTSDALE, AZ 85258-4597",602-530-6900,Other,Low
DR KWATRA DERMATOLOGY,"9250 N 3RD ST STE 30, PHOENIX, AZ 85020-2437",602-230-6744,Other,Low
"DREAM CENTER FOR EMPOWERMENT, INCORPORATED","1106 N ARIZONA AVE, CHANDLER, AZ 85225-6699",602-448-9067,Other,Low
DREAM LAND MENTAL HEALTH,"1300 S LITCHFIELD RD STE 110, GOODYEAR, AZ 85338-1581",602-529-0706,Other,Low
DYNAMIC LIVING COUNSELING INC,"1501 E OSBORN RD STE 102-104, PHOENIX, AZ 85014-5350",602-277-2112,Other,Low
"DYNAMIC LIVING COUNSELING, INC.","1555 S GILBERT RD, MESA, AZ 85204-6000",602-277-2112,Other,Low
EAGLE POINT BEHAVIORAL HEALTH INPATIENT FACILITY,"26700 S US HIGHWAY 85, BUCKEYE, AZ 85326-5024",602-386-6160,Other,Low
EARLY CHILDHOOD CENTER OF EXCELLENCE,"1151 E 16TH ST, DOUGLAS, AZ 85607-1603",520-364-1429,Other,Low
EAST SIDE HEALTH CENTER,"8181 E IRVINGTON RD, TUCSON, AZ 85709-4000",520-574-1551,Hospital,High
EAST THOMAS SURGERY CENTER LLC,"2629 N SCOTTSDALE RD, SCOTTSDALE, AZ 85257-1370",623-334-4000,Primary Care Office,High
EAST VALLEY ADDICTION RECOVERY CENTER,"560 SOUTH BELLVIEW, ROOMS B &, MESA, AZ 85204",480-831-7566,Other,Low
EAST VALLEY ADDICTION RECOVERY CENTER (EVARC),"560 S BELLVIEW RM A, MESA, AZ 85204-2504",480-831-7566,Other,Low
EAST VALLEY AMBULATORY SURGICAL CENTER LLC,"2394 N ALMA SCHOOL RD, CHANDLER, AZ 85224-2425",480-963-0700,Primary Care Office,High
EAST VALLEY ENDOSCOPY,"6020 E ARBOR AVE, MESA, AZ 85206-6102",480-830-2005,Other,Low
"EAST VALLEY OUTPATIENT SURGERY, LLC","5620 E BROADWAY RD STE 1, MESA, AZ 85206-1438",480-739-1658,Other,Low
EAST VALLEY SURGERY CENTER,"1855 E SOUTHERN AVE, TEMPE, AZ 85282-5894",480-829-6100,Primary Care Office,High
EASTER SEALS BLAKE FOUNDATION,"55 S 5TH ST, SIERRA VISTA, AZ 85635-1857",520-449-8555,Other,Low
EASTER SEALS BLAKE FOUNDATION,"7750 E BROADWAY BLVD STE A100, TUCSON, AZ 85710-3901",520-207-7310,Other,Low
EASTER SEALS BLAKE FOUNDATION,"310 S MEYER AVE, TUCSON, AZ 85701-2207",520-449-8555,Other,Low
EASTER SEALS BLAKE FOUNDATION,"3860 W 24TH ST, YUMA, AZ 85364-9282",928-248-5112,Other,Low
EASTER SEALS BLAKE FOUNDATION,"1115 E FLORENCE BLVD, CASA GRANDE, AZ 85122-4228",928-287-0309,Other,Low
EASTER SEALS BLAKE FOUNDATION,"709 N ALLRED LN, THATCHER, AZ 85552-5561",928-362-7343,Other,Low
EASTER SEALS BLAKE FOUNDATION,"7756 E BROADWAY BLVD, TUCSON, AZ 85710-4022",520-514-9888,Other,Low
EATON CENTER FOR JOYFUL HEALTH,"8128 E EASY ST, PRESCOTT VALLEY, AZ 86315-4631",928-442-9205,Other,Low
EBONY HOUSE CHILDREN'S BEHAVIORAL HEALTH,"1616 E INDIAN SCHOOL RD, PHOENIX, AZ 85016-8601",602-254-6137,Other,Low
"EBONY HOUSE, INC.","6222 S 13TH ST, PHOENIX, AZ 85042-4408",602-276-4288,Other,Low
EDGE RIVER DIALYSIS,"1197 S REDONDO CENTER DR, YUMA, AZ 85365-2036",928-329-4340,Other,Low
EDICINE URGENT CARE,"34597 N 60TH ST, SCOTTSDALE, AZ 85266-5240",480-488-8020,Other,Low
EL PASO FAMILY MENTORING AND COUNSELING SERVICES,"3118 W THOMAS RD STE 712, PHOENIX, AZ 85017-5308",405-697-7062,Other,Low
EL PUEBLO HEALTH CENTER,"101 W IRVINGTON RD STE 10, TUCSON, AZ 85714-3050",520-309-3941,Hospital,High
EL RIO - HEALTH ON BROADWAY,"1 W BROADWAY BLVD STE 151, TUCSON, AZ 85701-3029",520-282-0367,Other,Low
EL RIO COMMUNITY HEALTH CENTER - SOUTHEAST,"6950 E GOLF LINKS RD, TUCSON, AZ 85730-1017",520-309-2012,Hospital,High
EL RIO HEALTH ABRAMS,"3950 S COUNTRY CLUB RD, TUCSON, AZ 85714-2099",520-488-6285,Other,Low
EL RIO HEALTH CENTER - CHERRYBELL CENTER,"1230 S CHERRYBELL STRA, TUCSON, AZ 85713-1907",520-282-0367,Hospital,High
EL RIO HEALTH CENTER- CENTER OF OPPORTUNITY,"4550 S PALO VERDE RD, TUCSON, AZ 85714-1943",520-282-0367,Hospital,High
EL RIO HEALTH CENTER-SUMMIT ELEMENTARY,"1900 E SUMMIT ST, TUCSON, AZ 85756-9127",520-545-3860,Hospital,High
EL RIO HEALTH UNIVERSITY,"434 E UNIVERSITY BLVD STE 20, TUCSON, AZ 85705-7851",520-282-0367,Other,Low
EL RIO NORTHWEST HEALTH CENTER,"320 W PRINCE RD, TUCSON, AZ 85705-3526",520-670-3909,Hospital,High
EL RIO OB/GYN ASSOCIATES,"225 W IRVINGTON RD, TUCSON, AZ 85714-3054",520-670-3909,Other,Low
EL RIO PASCUA CLINIC,"7490 S CAMINO DE OESTE, TUCSON, AZ 85746-9308",520-670-3857,Other,Low
"EL RIO SANTA CRUZ NEIGHBORHOOD HEALTH CENTER, INC","839 W CONGRESS ST, TUCSON, AZ 85745-2819",520-309-2012,Hospital,High
EL RIO SOUTHWEST HEALTH CENTER,"1500 W COMMERCE CT, TUCSON, AZ 85746-6031",520-282-0367,Hospital,High
ELDERVENTION CLINICAL SERVICES,"1366 E THOMAS RD STE 1, PHOENIX, AZ 85014-5738",602-264-2255,Other,Low
ELEMENTS OF ELDER CARE LLC,"2990 E NORTHERN AVE # C10, PHOENIX, AZ 85028-4835",602-641-9505,Other,Low
ELEVATION HEALTH SERVICES LLC,"3800 N CENTRAL AVE STE 200, PHOENIX, AZ 85012-1910",901-355-7437,Other,Low
ELEVATION SURGERY CENTER,"1840 N JASPER DR, FLAGSTAFF, AZ 86001-1634",928-699-5989,Primary Care Office,High
ELITE CARE WELLNESS LLC,"4040 E MCDOWELL RD, PHOENIX, AZ 85008-4414",949-558-4538,Other,Low
ELITE INNOVATIVE HEALTH,"325 E BASELINE RD, GILBERT, AZ 85233-1102",602-684-8867,Other,Low
ELITE INTEGRATED HEALTH LLC,"1858 E SOUTHERN AVE, TEMPE, AZ 85282-5836",480-572-1138,Other,Low
ELITE PAIN AND SPINE INSTITUTE PLC,"1641 E OSBORN RD, PHOENIX, AZ 85016-7146",602-790-1177,Orthopedic Office,High
"ELITE PAIN AND SPINE INSTITUTE, PLC","1810 S CRISMON RD, MESA, AZ 85209-3717",702-374-2910,Orthopedic Office,High
"ELITE PAIN AND SPINE INSTITUTE, PLC","535 E MCKELLIPS RD, MESA, AZ 85203-2522",480-900-7373,Orthopedic Office,High
"ELITE YOUTH & FAMILY SERVICES, LLC","600 W RAY RD STE D3, CHANDLER, AZ 85225-7266",480-628-5339,Other,Low
ELLIE MENTAL HEALTH,"4646 E GREENWAY RD, PHOENIX, AZ 85032-4805",480-393-0442,Other,Low
ELLIE MENTAL HEALTH,"8700 E VIA DE VENTURA, SCOTTSDALE, AZ 85258-4515",480-674-9221,Other,Low
ELLIE MENTAL HEALTH,"2222 W PINNACLE PEAK RD, PHOENIX, AZ 85027-1231",480-499-0528,Other,Low
ELLIE MENTAL HEALTH - TEMPE,"3920 S RURAL RD STE 112, TEMPE, AZ 85282-5500",602-502-3806,Other,Low
ELLIE TOWNE HEALTH CENTER,"1670 W RUTHRAUFF RD, TUCSON, AZ 85705-1253",520-616-6797,Hospital,High
EMBARK BEHAVIORAL HEALTH,"7373 N SCOTTSDALE RD # SU, PARADISE VALLEY, AZ 85253-3559",573-434-7883,Other,Low
EMBARK RECOVERY LLC,"9831 E BELL RD, SCOTTSDALE, AZ 85260-2350",623-256-4184,Other,Low
"EMBARK RECOVERY, LLC","3727 KARICIO LN, PRESCOTT, AZ 86303-6829",877-215-2224,Other,Low
"EMBRACE THE CHANGE COUNSELING SERVICES, LLC","3420 E SHEA BLVD STE 200, PHOENIX, AZ 85028-3348",602-730-5206,Other,Low
EMERALD ISLE HEALTH AND RECOVERY,"10702 W PEORIA AVE, SUN CITY, AZ 85351-4062",602-367-9807,Other,Low
EMPACT - SUICIDE PREVENTION CENTER,"914 S 52ND ST, TEMPE, AZ 85281-9500",480-784-1514,Other,Low
EMPACT - SUICIDE PREVENTION CENTER,"4425 W OLIVE AVE, GLENDALE, AZ 85302-3843",480-784-1514,Other,Low
EMPACT - SUICIDE PREVENTION CENTER,"1035 E JEFFERSON ST, PHOENIX, AZ 85034-2295",480-784-1514,Other,Low
EMPACT - SUICIDE PREVENTION CENTER,"2474 E HUNT HWY, SAN TAN VALLEY, AZ 85143-5210",480-784-1514,Other,Low
EMPACT - SUICIDE PREVENTION CENTER,"21476 N JOHN WAYNE PKWY, MARICOPA, AZ 85139-8983",480-784-1514,Other,Low
EMPACT SUICIDE PREVENTION CENTER,"11518 E APACHE TRL, APACHE JUNCTION, AZ 85120-3551",480-784-1514,Other,Low
EMPACT SUICIDE PREVENTION CENTER,"618 S MADISON DR, TEMPE, AZ 85281-7248",480-784-1514,Other,Low
EMPOWER RECOVERY CENTER LLC,"4857 W VAN BUREN ST STE 250, PHOENIX, AZ 85043-3850",602-284-7422,Other,Low
EMPOWERMENT ARIZONA LLC,"5501 N 19TH AVE STE 4, PHOENIX, AZ 85015-2450",602-524-5521,Other,Low
ENCOURAGE EMPOWERMENT,"1819 S DOBSON RD, MESA, AZ 85202-5664",480-467-2470,Other,Low
"ENDLESS VITALITY, LLC","1845 E BROADWAY RD, TEMPE, AZ 85282-1633",602-636-5000,Other,Low
"ENDOTECH, LLC","8841 E BELL RD, SCOTTSDALE, AZ 85260-1535",480-719-4750,Other,Low
"ENRICHMENT FAMILY SERVICES, L L C","310 N DOBSON RD STE 5, MESA, AZ 85201-6052",480-890-0864,Other,Low
"ENTIRE SLEEP SOLUTIONS, LLC","130 S 63RD ST STE 110, MESA, AZ 85206-1620",480-356-7517,Other,Low
ENTUNE BEHAVIORAL,"2224 N CRAYCROFT RD, TUCSON, AZ 85712-2811",520-423-5600,Other,Low
ENTUNE BEHAVIORAL,"13925 W MEEKER BLVD # SU, SUN CITY WEST, AZ 85375-4430",520-423-5600,Other,Low
EPHIPHANY DERMATOLOGY,"6648 E CARONDELET DR, TUCSON, AZ 85710-2119",520-886-8151,Other,Low
EPIC SURGERY CENTER LLC,"16638 N 90TH ST, SCOTTSDALE, AZ 85260-1539",480-506-0484,Primary Care Office,High
EPIPHANY DERMATOLOGY,"10750 W MCDOWELL RD, AVONDALE, AZ 85392-5960",623-487-3003,Other,Low
EPIPHANY DERMATOLOGY,"7767 W DEER VALLEY RD # SU, PEORIA, AZ 85382-2103",623-487-3003,Other,Low
EPIPHANY DERMATOLOGY,"9327 N 3RD ST STE 2, PHOENIX, AZ 85020-2470",512-628-0465,Other,Low
EPIPHANY DERMATOLOGY,"2525 W CAREFREE HWY, PHOENIX, AZ 85085-6093",623-487-3003,Other,Low
EPIPHANY DERMATOLOGY,"1916 PASEO SAN LUIS, SIERRA VISTA, AZ 85635-4614",512-628-0465,Other,Low
"EPIPHANY DERMATOLOGY OF ARIZONA, LLC","20800 W MARKET ST, BUCKEYE, AZ 85396-8039",512-628-0465,Other,Low
ERICKSON OUTPATIENT,"2632 E THOMAS RD, PHOENIX, AZ 85016-8220",602-285-4318,Other,Low
ESCALERA HEALTH,"2224 N CRAYCROFT RD # 1, TUCSON, AZ 85712-2811",520-896-1400,Other,Low
ESCALERA HEALTH LLC,"6303 E TANQUE VERDE RD STE 2, TUCSON, AZ 85715-3857",520-423-5600,Other,Low
ESSENTIAL CARE & COUNSELING CENTER LLC,"7802 N 43RD AVE STE 5, GLENDALE, AZ 85301-8111",480-306-1919,Other,Low
"ESSENTIAL FOOT & NAIL CARE, LLC","11551 S FORTUNA RD, YUMA, AZ 85367-7853",928-920-5451,Podiatry Office,Low
"ESTRELLA COUNSELING SERVICES, LLC","250 N LITCHFIELD RD # SUI, GOODYEAR, AZ 85338-1333",623-925-8420,Other,Low
ESTRELLA DIALYSIS CENTER,"8410 W THOMAS RD, PHOENIX, AZ 85037-3329",623-247-0808,Other,Low
"ESTRELLA MOUNTAIN DIALYSIS, LLC","9250 W THOMAS RD STE 1, PHOENIX, AZ 85037-3382",623-772-7363,Other,Low
ESTRELLA OUTPATIENT TREATMENT CENTER,"350 E LA CANADA BLVD, AVONDALE, AZ 85323-1643",623-932-2282,Other,Low
ETANO CENTER,"3956 E PIMA ST, TUCSON, AZ 85712-3315",520-325-3323,Other,Low
"ETERNITY PALLIATIVE CARE, LLC","4140 N 108TH AVE STE 101, PHOENIX, AZ 85037-5466",623-738-7644,Other,Low
"EURO-MED, LLC","34975 N NORTH VALLEY PKWY # SU, PHOENIX, AZ 85086-4028",602-404-0400,Other,Low
EVERGREEN PARK DIALYSIS,"926 E MCDOWELL RD, PHOENIX, AZ 85006-2503",602-252-1418,Other,Low
EVERNORTH CARE GROUP APACHE JUNCTION,"2870 W APACHE TRL, APACHE JUNCTION, AZ 85120-5209",480-569-3230,Other,Low
EVERNORTH CARE GROUP ARROWHEAD RANCH,"21731 N 77TH AVE BLDG D, PEORIA, AZ 85382-2109",602-906-2717,Other,Low
EVERNORTH CARE GROUP CHANDLER,"1717 W CHANDLER BLVD, CHANDLER, AZ 85224-6145",602-906-2717,Other,Low
EVERNORTH CARE GROUP CJ HARRIS,"1920 E BASELINE RD, TEMPE, AZ 85283-1511",480-345-5000,Other,Low
EVERNORTH CARE GROUP GILBERT,"3717 S ROME ST, GILBERT, AZ 85297-7367",800-233-3264,Other,Low
EVERNORTH CARE GROUP PALM VALLEY MEDICAL OFFICE,"13481 W MCDOWELL RD, GOODYEAR, AZ 85395-2720",623-277-1127,Other,Low
EVERNORTH CARE GROUP PARADISE VALLEY,"3805 E BELL RD STE 210, PHOENIX, AZ 85032-2105",480-249-0048,Other,Low
EVERNORTH CARE GROUP PASEO,"5891 W EUGIE AVE, GLENDALE, AZ 85304-1252",602-588-6600,Other,Low
EVERNORTH CARE GROUP QUEEN CREEK MEDICAL OFFICE,"36305 N GANTZEL RD, QUEEN CREEK, AZ 85140-7325",623-277-1139,Other,Low
EVERNORTH CARE GROUP RED MOUNTAIN,"5735 E MCKELLIPS RD, MESA, AZ 85215-2875",623-277-1139,Other,Low
EVERNORTH CARE GROUP SCOTTSDALE,"1355 N SCOTTSDALE RD # SU, SCOTTSDALE, AZ 85257-3549",623-277-1127,Other,Low
EVERNORTH CARE GROUP SCOTTSDALE NORTE,"10900 N SCOTTSDALE RD, SCOTTSDALE, AZ 85254-5216",623-277-1127,Other,Low
EVERNORTH CARE GROUP STAPLEY MULTI SPECIALTY CENTE,"1840 S STAPLEY DR, MESA, AZ 85204-6681",480-464-8500,Other,Low
EVERNORTH CARE GROUP SUN CITY,"9069 W THUNDERBIRD RD, PEORIA, AZ 85381-4412",602-906-2717,Other,Low
EVERNORTH CARE GROUP SUN CITY WEST,"13991 W GRAND AVE, SURPRISE, AZ 85374-3065",480-249-0048,Other,Low
EVERNORTH CARE GROUP SUPERSTITION SPRINGS,"6811 E SUPERSTITION SPRINGS BLVD, MESA, AZ 85209-4001",602-906-2717,Other,Low
EVERNORTH CARE GROUP WESTRIDGE,"2302 N 75TH AVE, PHOENIX, AZ 85035-1216",623-277-1127,Other,Low
EVOKE RECOVERY LLC,"1600 W CHANDLER BLVD, CHANDLER, AZ 85224-6153",480-257-0656,Other,Low
EXCEL SURGICAL CENTER LLC,"6424 E BROADWAY RD STE 10, MESA, AZ 85206-1750",480-634-4606,Primary Care Office,High
EXPRESS CARE CLINIC,"5416 E SOUTHERN AVE STE 106, MESA, AZ 85206-3622",310-400-4484,Other,Low
"EYE INSTITUTE AT BOSWELL, THE","10541 W THUNDERBIRD BLVD, SUN CITY, AZ 85351-3006",623-933-3402,Other,Low
Eye Surgery Center At The Biltmore,"2222 E HIGHLAND AVE # SUI, PHOENIX, AZ 85016-4872",602-279-2434,Primary Care Office,High
EZ SLEEP LAB- CROSSINGS,"3777 CROSSINGS DR, PRESCOTT, AZ 86305-7121",928-771-0334,Other,Low
F.A.C.T.S. BEHAVIORAL HEALTH,"1122 E BUCKEYE RD, PHOENIX, AZ 85034-4020",602-254-2704,Other,Low
FAITH LEADS HEALTH CARE,"202 E EARLL DR STE 140, PHOENIX, AZ 85012-2697",480-414-1563,Other,Low
FAITHLAND RECOVERY CENTER LLC,"3820 N 3RD ST, PHOENIX, AZ 85012-2022",480-605-1980,Other,Low
FAMILY AND YOUTH INTERVENTIONS LLC,"5037 S 24TH ST STE 2, PHOENIX, AZ 85040-2604",602-282-8836,Other,Low
FAMILY BEHAVIORAL INTEGRATED SERVICES,"1130 E MAIN ST, SOMERTON, AZ 85350-7413",928-627-2017,Other,Low
FAMILY BEHAVIORAL INTEGRATED SERVICES,"1453 N MAIN ST, SAN LUIS, AZ 85336-0665",928-459-3508,Other,Low
"FAMILY FOCUSED SERVICES, LLC","1923 N TREKELL RD, CASA GRANDE, AZ 85122-1706",520-635-5460,Other,Low
FAMILY INVOLVEMENT CENTER,"8766 E STATE ROUTE 69, PRESCOTT VALLEY, AZ 86314-8974",928-848-9981,Other,Low
FAMILY INVOLVEMENT CENTER,"5333 N 7TH ST STE A, PHOENIX, AZ 85014-2821",928-848-9981,Other,Low
FAMILY PLANNING ASSOCIATES MEDICAL GROUP,"1331 N 7TH ST STE 2, PHOENIX, AZ 85006-2754",602-553-0440,Other,Low
FAMILY SERVICE AGENCY,"1107 S GILBERT RD, MESA, AZ 85204-5232",602-863-1862,Other,Low
FAMILY SERVICE AGENCY,"10220 N 31ST AVE STE 101101, PHOENIX, AZ 85051-9581",602-264-9891,Other,Low
FAMILY SERVICE AGENCY,"3342 E GREENWAY RD STE 10, PHOENIX, AZ 85032-4532",602-264-9891,Other,Low
FAMILY STRATEGIES LLC,"1745 S ALMA SCHOOL RD, MESA, AZ 85210-3009",480-668-8301,Other,Low
FARD HEALTH SERVICES LLC,"1990 W CAMELBACK RD, PHOENIX, AZ 85015-3462",623-466-2660,Other,Low
FIRST STEP CENTER,"944 S ARIZONA AVE, YUMA, AZ 85364-3947",928-783-9362,Other,Low
FKL ENTERPRISES LLC,"3377 SOUTH PRINCE ROAD SUITE 1, CHANDLER, AZ 85248",480-674-9221,Other,Low
FLAGSTAFF - WGA,"2410 E ROUTE 66 # A, FLAGSTAFF, AZ 86004-5007",928-289-2650,Other,Low
Flagstaff Bone & Joint Surgical Center LLC,"501 N SWITZER CANYON DR, FLAGSTAFF, AZ 86001-4845",928-637-8337,Orthopedic Office,High
FLAGSTAFF PEDIATRIC CARE,"1501 S YALE ST, FLAGSTAFF, AZ 86001-7304",928-522-9879,Other,Low
FLAGSTAFF URGENT CARE,"2700 S WOODLANDS VILLAGE BLVD, FLAGSTAFF, AZ 86001-7128",214-674-9164,Other,Low
FLASH HEALTHCARE SERVICES LLC,"7776 S POINTE PKWY W, PHOENIX, AZ 85044-5423",480-781-7432,Other,Low
FLEXCARE INFUSION CENTERS,"312 N ALMA SCHOOL RD # SU, CHANDLER, AZ 85224-4354",480-927-3800,Other,Low
FLEXCARE INFUSION CENTERS,"365 LAKE HAVASU AVE S STE 1, LAKE HAVASU CITY, AZ 86403-9368",480-927-3800,Other,Low
FLEXCARE INFUSION CENTERS,"700 N ESTRELLA PKWY # SU, GOODYEAR, AZ 85338-9271",480-927-3800,Other,Low
FLEXCARE INFUSION CENTERS,"5920 N LA CHOLLA BLVD # UNI, TUCSON, AZ 85741-3590",480-927-3800,Other,Low
FLEXCARE INFUSION CENTERS,"2850 E SKYLINE DR, TUCSON, AZ 85718-8012",480-927-3800,Other,Low
FLEXCARE INFUSION CENTERS,"1773 W SAINT MARYS RD, TUCSON, AZ 85745-2654",480-927-3800,Other,Low
FLEXCARE INFUSION CENTERS,"808 AINSWORTH DR STE 103, PRESCOTT, AZ 86301-1625",480-927-3800,Other,Low
FLEXCARE INFUSION CENTERS,"2451 E BASELINE RD STE 440, GILBERT, AZ 85234-2473",480-927-3800,Other,Low
FLEXCARE INFUSION CENTERS,"520 N CAMINO MERCADO STE 2, CASA GRANDE, AZ 85122-5754",480-927-3800,Other,Low
FLEXCARE INFUSION CENTERS,"14869 W BELL RD STE 10, SUN CITY, AZ 85374-7608",480-927-3800,Other,Low
FLEXCARE INFUSION CENTERS,"560 E CONTINENTAL RD UNIT 107, GREEN VALLEY, AZ 85614-1825",480-927-3800,Other,Low
FLEXCARE INFUSION CENTERS,"2580 SR-95, SUITE 110, BULLHEAD CITY, AZ 86442",480-927-3800,Other,Low
FLEXCARE INFUSION CENTERS,"8763 E BELL RD STE 102, SCOTTSDALE, AZ 85260-1318",480-927-3802,Other,Low
"FLORENCE CRITTENTON SERVICES OF ARIZONA, INC.","715 W MARIPOSA ST, PHOENIX, AZ 85013-2449",602-274-7318,Other,Low
FLOWING WELLS FAMILY HEALTH CENTER,"1323 W PRINCE RD, TUCSON, AZ 85705-3114",520-887-0800,Hospital,High
FMC DIALYSIS SERVICES - DEER VALLEY,"21241 N 23RD AVE, PHOENIX, AZ 85027-2537",623-869-6089,Other,Low
FMC DIALYSIS SERVICES GLENDALE,"5957 W NORTHERN AVE # SUI, GLENDALE, AZ 85301-7825",623-435-1155,Other,Low
FMC DIALYSIS SERVICES NORTH SCOTTSDALE,"16101 N 82ND ST, SCOTTSDALE, AZ 85260-1864",480-998-1842,Other,Low
FMC DIALYSIS SERVICES PALM VALLEY,"13657 W MCDOWELL RD, GOODYEAR, AZ 85395-2601",623-536-1096,Other,Low
FMC OLD TOWN SCOTTSDALE,"4141 N SCOTTSDALE RD # SU, SCOTTSDALE, AZ 85251-4064",480-946-1455,Other,Low
FMC SOUTH MOUNTAIN,"26 E BASELINE RD STE 1, PHOENIX, AZ 85042-6539",602-268-8158,Other,Low
"FOREST CANYON ENDOSCOPY AND SURGERY CENTER, PC","560 N SWITZER CANYON DR, FLAGSTAFF, AZ 86001-4844",928-774-3044,Primary Care Office,High
FORT MOHAVE WALK-IN CARE,"5263 S HIGHWAY 95, FORT MOHAVE, AZ 86426-9223",928-704-6400,Other,Low
FORTITUDE SURGERY CENTER LLC,"5133 N CENTRAL AVE # SUI, PHOENIX, AZ 85012-1438",602-612-5535,Primary Care Office,High
FOUNTAIN HILLS DIALYSIS,"13430 N SAGUARO BLVD, FOUNTAIN HILLS, AZ 85268-3728",480-816-5973,Other,Low
FOUNTAIN HILLS POST ACUTE,"16300 E KEITH MCMAHAN DR, FOUNTAIN HILLS, AZ 85268-0101",480-836-4800,Skilled Nursing Facility,High
FOUNTAIN HILLS RECOVERY,"16872 EAST AVENUE OF THE FOUNT, FOUNTAIN HILLS, AZ 85268",480-286-2826,Other,Low
FOUNTAINS OF HOPE BEHAVIORAL HEALTH LLC,"3920 S RURAL RD STE 1, TEMPE, AZ 85282-5585",732-322-1807,Other,Low
"FOUR DIRECTIONS, L L C","920 W CHANDLER BLVD, CHANDLER, AZ 85225-2518",480-699-2344,Other,Low
FOUR PEAKS PAIN CENTER,"3850 E BASELINE RD STE 117, MESA, AZ 85206-4404",602-935-1210,Pain Management,Medium
FOUR PEAKS SURGERY CENTER,"9425 W BELL RD, SUN CITY, AZ 85351-1300",623-399-6880,Primary Care Office,High
"FREE LIFE WELLNESS CENTER, LLC","1731 W BASELINE RD, MESA, AZ 85202-5730",480-687-1773,Other,Low
FREEDOM CARE CENTER,"17500 N PERIMETER DR, SCOTTSDALE, AZ 85255-7800",602-748-6789,Skilled Nursing Facility,High
FREEDOM SURGICAL CENTER,"17500 N PERIMETER DR # SU, SCOTTSDALE, AZ 85255-7800",623-241-6011,Primary Care Office,High
FRESENIUS KIDNEY CARE CANYON VISTA,"5555 MESA VERDE DR STE 1, SIERRA VISTA, AZ 85635-4311",520-458-4490,Nephrology Office,Low
FRESENIUS KIDNEY CARE COTTONWOOD,"455 S CALVARY WAY, COTTONWOOD, AZ 86326-4169",928-649-5925,Nephrology Office,Low
